Key,Value
chi.085260449,1885
chi.42403707,1885
chi.085260431,1885
chi.16211457,1885
chi.16211382,1885
chi.24406355,1885
chi.098023458,1836
chi.098023393,1836
chi.098023335,1836
chi.098023270,1836
chi.45147635,1836
chi.45147560,1836
chi.098023644,1836
chi.098023636,1836
chi.098023571,1836
chi.098023513,1836
chi.48884513,1825
chi.22183157,1908
chi.26942569,1901
chi.47523133,1906
chi.097797232,1922
chi.097797177,1922
chi.47023556,1867
chi.097936797,1876
chi.25859549,1908
chi.098023937,1907
chi.098023995,1906
chi.085232454,1901
chi.085232446,1854
dul1.ark:/13960/t0204n938,1911
chi.097983778,1900
chi.097983710,1900
chi.097983655,1900
chi.18353145,1907
chi.42848159,1906
chi.085254587,1815
chi.097937060,1900
chi.097936771,1900
chi.097937125,1900
chi.097937183,1900
nc01.ark:/13960/t3b02c04z,1920
chi.098311982,1921
chi.098311924,1921
chi.17017984,1964
chi.085254731,1818
chi.085241681,1895
chi.085248015,1893
chi.085242035,1905
uiuo.ark:/13960/t3134gp5n,1905
chi.085257640,1887
chi.49798321,1922
chi.085229702,1804
chi.085236377,1880
nc01.ark:/13960/t45q8495t,1917
chi.085252357,1888
chi.085256539,1816
chi.085252535,1839
chi.12374451,1908
chi.085250004,1906
chi.56988791,1906
chi.56988784,1906
chi.085241958,1906
chi.75964440,1904
chi.68982905,1886
chi.085255614,1900
chi.085255698,1893
chi.085276995,1892
chi.085278183,1901
chi.098204999,1890
chi.34792933,1898
chi.56996257,1895
chi.085301897,1908
chi.16308526,1921
chi.085262459,1906
chi.085231628,1879
chi.085231791,1837
chi.085306376,1862
chi.085272747,1877
chi.085273696,1904
chi.36882265,1813
chi.085304829,1908
chi.085259278,1899
uva.x030165966,1918
chi.085259943,1825
chi.12779321,1840
chi.085305354,1894
chi.73284429,1841
nc01.ark:/13960/t64470j4t,1841
chi.085256238,1815
chi.085256262,1849
chi.085304374,1964
chi.44841689,1902
chi.085272501,1887
mdp.39015006987559,1921
chi.085279197,1893
chi.098160690,1913
chi.098160632,1913
chi.098160577,1913
chi.085260326,1901
chi.57881315,1853
chi.12972699,1897
chi.085260538,1853
chi.085301083,1907
chi.65565853,1834
chi.085225326,1872
nc01.ark:/13960/t91916m6h,1920
chi.085301326,1881
chi.085282491,1890
chi.098200220,1906
chi.085303271,1922
chi.085333349,1866
chi.098204208,1908
chi.18385870,1905
chi.085251961,1836
chi.085252242,1901
chi.085294294,1908
chi.085253395,1904
chi.085253701,1889
chi.19408690,1810
chi.16572873,1884
chi.085257454,1880
chi.085273303,1906
chi.085273426,1894
chi.19012750,1907
chi.098204884,1893
chi.098204949,1893
chi.085272137,1908
chi.12431737,1904
chi.085272983,1902
chi.15546824,1830
chi.39375832,1844
chi.085277658,1904
chi.085259723,1906
chi.085260106,1830
chi.085275070,1902
chi.085275193,1899
chi.085231466,1792
chi.085260245,1857
chi.085279414,1896
chi.085279529,1905
chi.085226314,1837
chi.66335922,1862
chi.085260570,1814
chi.085260601,1862
chi.12374526,1907
chi.17044316,1896
chi.085226720,1878
chi.085226194,1848
chi.085283803,1898
chi.085284126,1901
chi.41965071,1887
chi.097984889,-1
chi.098582258,-1
chi.085231602,1813
dul1.ark:/13960/t25c0j71x,1913
chi.085261445,1907
chi.085261534,1872
chi.098161094,1904
chi.098160975,1904
chi.097984944,-1
chi.73990311,1843
chi.097797313,-1
chi.085232616,1903
chi.085232632,1901
chi.66328721,1904
chi.56675868,1889
chi.085254985,1859
nc01.ark:/13960/t0ht3z375,1859
chi.085255216,1838
chi.098023408,1865
chi.49791340,1901
chi.085269061,1867
chi.085269079,1865
chi.085277496,1896
chi.085250923,1886
chi.085251505,1890
chi.085267920,1900
chi.085225431,1870
chi.085292577,1894
chi.085301017,1896
chi.66338338,1902
chi.085302306,1888
chi.57885466,1897
chi.085232959,1907
chi.085260871,1906
chi.66357362,1914
chi.66357300,1914
chi.66356963,1914
chi.66356843,1914
chi.66356785,1914
chi.096690966,1902
chi.096690958,1902
chi.096690940,1902
chi.096690932,1902
chi.096690924,1902
chi.096690916,1902
chi.096690908,1902
chi.096690893,1902
chi.096690885,1902
chi.096690877,1902
chi.17122335,1900
chi.085296432,1881
chi.56997512,1889
chi.085297250,1891
chi.085267297,1893
chi.085267603,1905
chi.66329168,1900
chi.097921108,-1
chi.085239309,1903
chi.085240017,1962
chi.56630141,1905
chi.085222920,1895
chi.55416563,1856
chi.59492405,1882
chi.59538120,1904
chi.085278662,1904
chi.085278719,1904
chi.70378446,1905
chi.70511296,1903
chi.65788256,1904
chi.76893915,1993
chi.092379136,1898
chi.085833941,1882
chi.085173676,1878
chi.15339374,1913
chi.73319467,1913
chi.35284296,1844
chi.085285059,1880
chi.085415476,1891
chi.097478189,-1
chi.57906068,1890
chi.24454266,1881
chi.24489092,1890
chi.25500165,1871
chi.32588511,1882
chi.27393551,1902
chi.61196261,1897
chi.47568538,1884
chi.56716406,1897
chi.18843468,1862
chi.12374324,1872
chi.24887556,1883
chi.23239316,1901
chi.085174525,1872
chi.085174541,1888
chi.085174591,1901
chi.56421728,1906
chi.085175157,1867
chi.097478147,-1
chi.085173244,1878
chi.085174478,1880
chi.085177646,1880
chi.097478391,-1
chi.085176276,1883
chi.21994090,1890
chi.085285465,1902
chi.085288308,1890
dul1.ark:/13960/t7mq6km0x,1916
chi.085285025,1870
chi.085287988,1901
chi.085288099,1908
chi.085426095,1866
chi.14043788,-1
chi.098389715,1879
chi.098389650,1879
chi.085285619,1881
chi.085405170,1905
chi.085435109,1867
chi.24757722,1907
chi.66331251,1904
chi.66334307,-1
chi.085286592,1899
chi.085286607,1892
chi.098395423,-1
chi.085287548,1901
chi.085287580,1881
chi.085806732,1908
chi.41982663,1897
chi.087520926,1901
hvd.hl1pwe,1873
chi.61008642,1873
chi.24571142,1900
chi.24571060,1900
chi.36074301,1908
chi.24965208,1905
chi.14163967,1907
chi.087498446,1917
uc1.$c214374,1916
chi.087520853,1787
chi.087547669,1892
chi.087524857,1893
chi.087492521,1904
chi.47983324,1883
chi.73305045,1903
chi.087520950,1894
chi.087494866,1898
chi.087561817,1901
nc01.ark:/13960/t9q31t479,1912
chi.087522774,1853
chi.087538767,1905
chi.087564360,1898
chi.087524166,1880
chi.087524271,1898
chi.66354285,-1
chi.096333718,-1
chi.56062847,1919
chi.087494913,1901
chi.45285007,1891
chi.087465574,1901
chi.095762469,-1
chi.13738966,1865
chi.12224996,-1
chi.43638891,1901
chi.087461457,1879
chi.087461334,1895
chi.087470317,1889
chi.087473959,1835
chi.69862040,1881
uiuo.ark:/13960/t4pk3wn2b,1895
uiuo.ark:/13960/t60613638,1913
uiuo.ark:/13960/t5k96qg18,1913
uiuo.ark:/13960/t3jx1ws3s,1913
uiuo.ark:/13960/t03z1sk3b,1913
uiuo.ark:/13960/t9p30dp0f,1913
uiuo.ark:/13960/t5dc1k14g,1913
uiuo.ark:/13960/t78s8847n,1913
uiuo.ark:/13960/t0bw10t8v,1913
uiuo.ark:/13960/t8z92rw3r,1913
uiuo.ark:/13960/t6p01q251,1913
uiuo.ark:/13960/t0ns48w03,1913
uiuo.ark:/13960/t59d0gb68,1913
uiug.30112003468557,1913
uiug.30112045953509,1913
uiuo.ark:/13960/t7np5k69g,1922
uiuo.ark:/13960/t73v32w4t,1922
uiuo.ark:/13960/t8jd8gn5v,1922
uiuo.ark:/13960/t9n33bj33,1911
uc1.aa0001160696,1894
uc1.aa0001194133,1902
uc1.aa0001201789,1838
uc1.aa0001113794,1852
uc1.aa0001113810,1852
uc1.aa0001113885,1910
uc1.aa0011150349,1910
uc1.aa0001193952,1910
uc1.aa0001193960,1909
uc1.aa0001200435,1905
uc1.a0014545750,1916
uc1.d0005764790,1916
uc1.d0005764808,1916
uc1.aa0001243849,1888
uc1.aa0001113356,1896
uc1.aa0000759738,1800
uc1.aa0000145169,1909
uc1.aa0001358290,1838
uc1.aa0001409747,1809
umn.31951d01541245p,1878
umn.31951d00497783o,1894
umn.31951d02044466l,1906
uiug.30112062725574,1906
uiug.30112028566419,1891
uiug.30112042066891,-1
uiug.30112042066883,-1
uiug.30112118724126,-1
uiug.30112060196976,1908
uiug.30112067890001,1984
uiug.30112067890019,1984
uiug.30112094152763,1984
uiug.30112068201828,1902
uiug.30112093383633,1979
uiug.30112093393582,1875
uiuo.ark:/13960/t3sv16v6b,1875
uiuo.ark:/13960/t6n04s01v,1875
uiug.30112093393590,1875
uiug.30112094681860,-1
uiug.30112094694269,-1
uiug.30112094804165,1871
uiug.30112106516641,1902
uiug.30112106516658,1909
hvd.32044099720211,1899
hvd.32044099720336,1909
hvd.32044099720229,1902
hvd.32044099720310,1904
hvd.32044099720237,1906
hvd.32044099720344,1916
hvd.32044099720245,1913
hvd.32044099720203,1896
hvd.32044099720351,1917
hvd.32044099720328,1890
umn.31951002139358k,1823
umn.31951d01206882f,1888
nc01.ark:/13960/t2v421t88,1876
nc01.ark:/13960/t8ff53864,1855
nc01.ark:/13960/t0bv8sm61,1843
nc01.ark:/13960/t30305g5d,1856
nc01.ark:/13960/t1xd26t0k,1829
nc01.ark:/13960/t3709cr2k,1828
nc01.ark:/13960/t9r22867x,1836
nc01.ark:/13960/t3806dh9d,1836
nc01.ark:/13960/t74t7xb4g,1879
nc01.ark:/13960/t2t450x62,1859
nc01.ark:/13960/t6349zr70,1869
nc01.ark:/13960/t84j1t55q,1834
nc01.ark:/13960/t9d51z90q,1834
nc01.ark:/13960/t53f62v59,1850
nc01.ark:/13960/t6qz3jq75,1884
nc01.ark:/13960/t7rn4gh9g,1867
nc01.ark:/13960/t5v70rd2s,1856
nc01.ark:/13960/t9b57wh64,1842
nc01.ark:/13960/t69324z07,1842
nc01.ark:/13960/t8v99g110,1865
nc01.ark:/13960/t51g2103x,1794
nc01.ark:/13960/t83j4sb8t,1862
nc01.ark:/13960/t1pg30g0h,1842
nc01.ark:/13960/t50g5035n,1842
nc01.ark:/13960/t1rf7279b,1842
nc01.ark:/13960/t77s90t5d,1844
nc01.ark:/13960/t5cc2b07n,1860
nc01.ark:/13960/t46q38j2k,1863
nc01.ark:/13960/t2z334g80,1863
nc01.ark:/13960/t0jt0zv38,1863
nc01.ark:/13960/t0pr93j4b,1835
nc01.ark:/13960/t8df82d5v,1907
nc01.ark:/13960/t5v70rh43,1828
nc01.ark:/13960/t57d46f28,1859
nc01.ark:/13960/t0ft9w36h,1819
nc01.ark:/13960/t7dr45g59,1831
nc01.ark:/13960/t9w10cw6s,1831
nc01.ark:/13960/t0jt1030r,1861
nc01.ark:/13960/t31276c72,1899
nc01.ark:/13960/t09w1rt75,1863
nc01.ark:/13960/t5hb0fg5b,1863
nc01.ark:/13960/t4jm3kg0h,1825
nc01.ark:/13960/t4km0mg03,1910
nc01.ark:/13960/t0ms51v76,1871
nc01.ark:/13960/t5s76pq53,1865
nc01.ark:/13960/t75t4zb5j,1849
nc01.ark:/13960/t20c68g5d,1852
nc01.ark:/13960/t3kw6qk1x,1828
nc01.ark:/13960/t6g179b7c,1832
uc1.aa0001535848,1916
uc1.aa0002719060,1903
uc1.aa0001529338,1892
uc1.aa0001824820,1914
uc1.aa0002728681,1911
uc1.aa0002008027,1907
uc1.aa0001918184,1900
uc1.aa0002716637,1894
uc1.aa0001849223,1905
uc1.aa0002328722,1922
uc1.aa0001917525,1922
uc1.aa0002366383,1868
uc1.aa0001769702,1891
uc1.aa0002672400,1905
uc1.aa0002467389,1871
uc1.aa0002351849,1915
uc1.aa0002351831,1873
uc1.aa0002290310,1870
iau.31858049758323,1903
iau.31858052448291,1912
iau.31858049757176,1913
iau.31858046654988,1903
iau.31858049654449,1911
iau.31858046644005,1910
iau.31858049758182,1877
iau.31858049633229,1914
iau.31858049655198,1881
iau.31858046654194,1915
iau.31858046655837,1907
iau.31858046691402,1901
iau.31858049655131,1907
iau.31858049745627,1897
iau.31858046657080,1905
iau.31858049757531,1896
iau.31858003712548,1916
iau.31858007672862,1985
iau.31858047430958,1884
iau.31858008366720,1911
iau.31858008567509,1988
iau.31858049758208,1880
iau.31858049758513,1895
iau.31858051905986,1918
iau.31858031899093,1916
iau.31858031899101,1916
iau.31858031899119,1916
iau.31858031899127,1916
iau.31858031899135,1916
iau.31858031899143,1916
iau.31858031899150,1916
iau.31858031899168,1916
iau.31858031899218,1916
iau.31858031899226,1916
iau.31858031899234,1916
iau.31858028857609,1874
iau.31858034309538,1913
iau.31858034309520,1913
iau.31858033655741,1913
iau.31858033655758,1913
iau.31858049649068,1905
iau.31858033951363,1967
iau.31858046624874,1920
iau.31858049758372,1914
iau.31858008921201,1913
iau.31858019523939,1906
iau.31858027485279,1906
iau.31858027485287,1906
iau.31858027485295,1906
iau.31858027485303,1906
iau.31858027485311,1906
iau.31858049658143,1902
iau.31858046656082,1907
iau.31858049757564,1889
iau.31858050574023,-1
iau.31858043294317,1907
iau.31858006416568,1970
iau.31858002007551,1970
uiug.30112041499382,1970
uiug.30112045754527,1970
uiug.30112047312548,1970
iau.31858048382463,1917
iau.31858050175342,1840
iau.31858049657822,1922
iau.31858050175201,1867
iau.31858049653581,1916
iau.31858049657780,1907
iau.31858049885605,1895
iau.31858033953740,1895
iau.31858004479808,1786
iau.31858046574376,1910
iau.31858046658450,1887
iau.31858049885035,-1
iau.31858033952007,-1
iau.31858033952015,-1
iau.31858033952023,-1
iau.31858033952031,-1
iau.31858033952049,-1
iau.31858014930170,1915
iau.31858012089920,1882
iau.31858012089912,1882
iau.31858008894622,1868
iau.31858033436597,1896
iau.31858033436605,1896
iau.31858033436613,1896
iau.31858033436621,1896
iau.31858033436639,1896
iau.31858033436647,1896
iau.31858033436654,1896
iau.31858033436662,1896
iau.31858049613585,1903
iau.31858050181548,1911
iau.31858033922307,1911
iau.31858049700747,1912
iau.31858049757168,1912
iau.31858043430051,1900
iau.31858041681374,1900
iau.31858041681408,1900
iau.31858041681382,1900
iau.31858041681390,1900
iau.31858009348537,1964
iau.31858049896263,1890
iau.31858033954532,1890
iau.31858034849210,1917
iau.31858034849228,1917
iau.31858034849269,1917
iau.31858034849186,1917
iau.31858034849194,1917
iau.31858034849202,1917
iau.31858049758612,1903
iau.31858049757556,1912
iau.31858049757705,1921
iau.31858046658914,1911
iau.31858033951900,1921
iau.31858033951918,1921
iau.31858049899044,1911
iau.31858046863076,1909
iau.31858046699157,1922
iau.31858049753696,1901
iau.31858051356396,1879
iau.31858014989036,1916
iau.31858049266038,1912
iau.31858049650306,1897
iau.31858049658135,1905
iau.31858046651471,1921
iau.31858049901865,-1
iau.31858033951538,-1
iau.31858049902194,1907
iau.31858049757226,1875
iau.31858049757234,1904
nnc2.ark:/13960/t9d53b634,1897
nnc2.ark:/13960/t18m04z4w,1876
uiug.30112001406880,1910
uiug.30112003234629,1984
uiug.30112037644553,1867
uiug.30112039919557,1870
uiug.30112118417788,1871
uiug.30112118417796,1874
uiug.30112040185214,1917
uiug.30112001403168,1915
uiug.30112056592345,1898
uiug.30112063803412,-1
uiug.30112050251013,-1
uiug.30112088067258,1981
uiug.30112088067266,1981
uiug.30112088067274,1981
uiug.30112088067282,1981
uiug.30112088067290,1981
uiug.30112088067308,1981
uiug.30112088067316,1981
uiug.30112088067324,1981
uiug.30112088067332,1981
uiug.30112088067340,1981
uiug.30112088067357,1981
uiug.30112089689514,1908
uiug.30112089689530,1913
uiug.30112089689548,1913
uiug.30112089689555,1914
uiug.30112089689563,1914
uiug.30112089689589,1916
uiug.30112089689597,1917
uiug.30112089689605,1908
uiug.30112089689613,1910
uiug.30112089689639,1911
uiug.30112089689647,1912
uiug.30112089729369,1865
uiuo.ark:/13960/t0kt0b54n,1864
uiug.30112093383492,1867
uiug.30112094685168,-1
uiug.30112095570732,1904
uiug.30112095570740,1904
uiug.30112096022097,-1
uiug.30112096104671,1908
uiug.30112096104689,1908
uiug.30112107846989,-1
uiug.30112117735990,1913
uc1.c046790119,-1
uc1.c046790137,-1
uc1.c046790146,-1
uc1.c046790155,-1
uc1.c046790164,-1
uc1.c046790270,-1
uc1.c046790289,-1
uc1.c046790298,-1
uc1.c046790304,-1
uc1.c046790313,-1
uc1.c046790128,-1
uc1.b000873751,1913
uc1.c008166319,1894
uc1.b003017043,1922
uc1.c008169375,1914
uc1.c096924366,1920
uc1.b000931800,1910
uc1.b000688222,1869
hvd.hl1puz,1900
uc1.b000345844,1900
uc1.c022039040,1905
uc1.b000571823,1900
uc1.c053330222,1912
uc1.c081903400,1906
uc1.c070986771,1883
uc1.c080643060,1912
uc1.c031029720,1913
uc1.c080930728,1906
uc1.c046827198,1883
ucbk.ark:/28722/h2034p,1912
ucbk.ark:/28722/h29g95,1911
uc1.c080998227,1905
uc1.c109338000,1915
uc1.c041066403,1919
uc1.c109369073,1902
uc1.c045470494,1912
uc1.c052257183,1906
uc1.c048967700,1922
ucbk.ark:/28722/h22n1p,1893
uc1.c067729747,1909
uiuo.ark:/13960/t6h16kw4b,1917
gri.ark:/13960/t2k681568,1896
gri.ark:/13960/t3cz6r439,1843
gri.ark:/13960/t3420ks1c,1896
gri.ark:/13960/t64499c3k,1895
gri.ark:/13960/t3tt87f8z,1916
gri.ark:/13960/t9z06rh5g,1902
gri.ark:/13960/t6zw52r15,1905
gri.ark:/13960/t3gx7xn9z,1904
gri.ark:/13960/t3mw61h2j,1836
gri.ark:/13960/t7vm7v89m,1836
gri.ark:/13960/t3zs66s09,1895
gri.ark:/13960/t2v447491,1869
gri.ark:/13960/t59d0ff5q,1869
gri.ark:/13960/t8pc6mc14,1920
uc1.aa0003151370,1918
uc1.aa0002768596,1865
uc1.aa0005381660,1900
uc1.aa0004578399,1910
uc1.aa0005381355,1898
uc1.aa0003988474,1904
msu.31293106622578,1904
uc1.aa0004925079,1908
uc1.aa0005034574,1881
uc1.aa0005380696,1906
uc1.aa0004482295,1897
uc1.aa0003664281,1800
uc1.aa0003383726,1922
uc1.aa0005187216,1909
uc1.aa0005405378,1902
uc1.aa0002995116,1873
uc1.aa0005405576,1891
uc1.aa0005404884,1868
uc1.aa0004851986,1901
uc1.aa0004825410,1898
uc1.aa0003517539,1912
uc1.aa0003489457,1884
uc1.aa0005436407,1894
uc1.aa0002765477,1889
uc1.aa0005099320,1907
uiuo.ark:/13960/t14n3zm14,1908
uc1.aa0004830055,1906
uc1.aa0002768802,1877
uc1.aa0003080421,1895
uc1.aa0004278057,1905
uc1.aa0004191607,1912
uc1.aa0002804441,1903
uc1.aa0003526530,1901
uc1.aa0003907409,1909
uc1.aa0005182191,1909
uc1.aa0004209722,1908
uc1.aa0004428033,1800
uc1.aa0003768603,1800
uc1.aa0005404462,1902
uc1.aa0003938412,1900
uc1.aa0004537460,1909
uc1.aa0003673142,1909
uc1.aa0005381421,1907
uc1.aa0003072352,1909
uc1.aa0004956850,1905
uc1.aa0003150745,1916
uc1.c100527865,1916
uc1.b000984366,1905
uiug.30112124381705,1905
uc1.c096489284,1902
gri.ark:/13960/t9w12pv8s,1898
gri.ark:/13960/t5n90w40q,1883
gri.ark:/13960/t0vq6k33w,1910
uiug.30112001427845,1897
uiug.30112001976106,1962
uiug.30112001976387,1962
uiug.30112032513431,1917
uiug.30112032513449,1916
uiug.30112032513456,1916
uiug.30112037752265,-1
uiug.30112045531701,1861
uiug.30112051378476,1978
uiug.30112052530315,1922
uiug.30112052572853,1872
uiug.30112056429803,1980
uiug.30112112385452,1980
uiug.30112112385460,1980
uiug.30112071338286,1980
uiug.30112071338294,1980
uiug.30112071810151,1838
uiug.30112071810169,1830
uiug.30112079388853,1913
uiug.30112088748394,1910
uiug.30112088748402,1899
uiug.30112088795544,1896
uiug.30112088795551,1897
uiug.30112088795577,1901
uiug.30112088795585,1908
uiug.30112088795593,1888
uiug.30112088795601,1894
uiug.30112089167958,1894
uiug.30112089167966,1897
uiug.30112089167974,1907
uiug.30112089613498,1903
uiug.30112090953552,1911
uiug.30112093354634,1894
uiug.30112093354774,-1
uiug.30112093366000,1919
uiug.30112093374228,1896
uiug.30112094687768,-1
uiug.30112096057127,1912
uiug.30112098047019,1979
uiug.30112106517060,1918
uiug.30112117715687,1907
uiug.30112117715695,1908
uiug.30112117715711,1914
uiug.30112117715729,1899
uiug.30112117715737,1901
uiug.30112117715745,1903
uiug.30112117715752,1905
uiug.30112117715828,1913
uiug.30112117953890,1916
uiuo.ark:/13960/t4cp0r390,1902
uiug.30112096103855,1902
uiug.30112096103806,1902
uiug.30112078779466,1902
iau.31858048481265,1904
iau.31858048481356,1892
iau.31858007048873,1907
iau.31858053160945,-1
iau.31858053160960,-1
iau.31858053161125,-1
iau.31858053160994,-1
iau.31858053161000,-1
iau.31858053161018,-1
iau.31858053161042,-1
iau.31858053161117,-1
iau.31858053161109,-1
iau.31858053161083,-1
iau.31858049296175,1901
iau.31858018564918,1902
iau.31858049753936,1917
iau.31858015918158,1915
iau.31858028662942,1867
iau.31858028662959,1868
iau.31858028662967,1868
iau.31858028662975,1868
iau.31858028662983,1868
iau.31858028662991,1869
iau.31858028663007,1870
iau.31858034311385,1872
iau.31858043617590,1973
iau.31858049053428,1906
iau.31858049655610,1967
iau.31858046571141,1883
iau.31858050175045,1965
iau.31858049654639,1905
iau.31858050175144,1925
iau.31858055403244,1919
iau.31858049626124,1921
iau.31858019962335,1822
iau.31858049636230,1904
uc1.aa0005738265,1900
uc1.aa0006304893,1899
uc1.aa0005795554,1911
uc1.aa0006405682,1910
uc1.aa0006790703,1910
uc1.aa0007457849,1871
uc1.aa0006397855,1894
uc1.aa0006397863,1894
uc1.aa0006371454,1912
uc1.aa0007370778,1892
uc1.aa0005560248,1863
uc1.aa0006258891,1920
uc1.aa0007157829,1903
uc1.aa0005823653,1910
uc1.aa0007424302,1824
uc1.aa0007110794,1907
uc1.aa0006968614,1880
uc1.aa0006755425,1900
uc1.aa0007378474,1900
uc1.aa0007061948,1901
uc1.aa0005737770,1880
uc1.aa0007168602,1880
uc1.aa0005748710,1903
uc1.aa0007336613,1870
uc1.aa0006269609,1905
uc1.aa0005641147,1837
uc1.aa0006485510,1922
msu.31293025590534,1922
uc1.aa0005749718,1900
uc1.aa0005749619,1855
uc1.aa0007441629,1920
uc1.aa0006635726,1889
uc1.aa0006269146,1910
uc1.aa0006793814,1873
uc1.aa0006389159,1910
uc1.aa0005621800,1913
uc1.aa0005707542,1918
uc1.aa0005728258,1857
uc1.aa0005544259,1907
uc1.aa0006285159,1845
uc1.aa0007024383,1889
uc1.aa0006269385,1858
uc1.aa0007724800,1893
uc1.aa0007724776,1893
uc1.aa0007724784,1893
uc1.aa0005923990,1907
uc1.aa0006135834,1910
uc1.aa0006136097,1909
uc1.aa0006139042,1914
uc1.aa0006630461,1903
uc1.aa0007300700,1901
uc1.aa0006021281,1890
mdp.39015019979049,1915
mdp.39015019979056,1915
mdp.39015011029736,1915
mdp.39015011359133,1915
mdp.39015019979064,1915
mdp.39015019979072,1915
uiug.30112000510351,1915
uiug.30112067867470,1915
uiug.30112067867488,1915
uiug.30112067867496,1915
uiug.30112093383229,1915
uiug.30112000738945,1869
uiug.30112004328578,1841
uiug.30112033621209,-1
uiug.30112037782825,1869
uiug.30112039875114,1918
uiug.30112042726650,1874
uiug.30112045403778,1899
uiug.30112056256677,1914
uiug.30112063022153,-1
uiug.30112067969409,1905
uiug.30112068583712,1871
uiug.30112069234711,1917
uiug.30112071338906,1895
uiug.30112078741771,1879
uiug.30112114002147,1879
uiug.30112114002154,1879
uiug.30112078779474,1915
uiug.30112079314230,1913
uiug.30112079336613,1889
uiug.30112087706831,1915
uiug.30112087706849,1915
uiug.30112087706856,1915
uiug.30112087706864,1915
uiug.30112087706872,1915
uiug.30112087706880,1915
uiug.30112087706898,1915
uiug.30112088123168,1901
uiug.30112088123846,-1
uiug.30112089166216,1889
uiug.30112089166224,1890
uiug.30112093344296,1832
uiug.30112093351846,1875
uiug.30112094691356,1914
uiug.30112095995137,1914
uiug.30112096039695,-1
uiug.30112114002105,1866
uiug.30112114002113,1911
uiug.30112114002121,1910
uiug.30112114002139,1911
uiug.30112114002162,1849
uiug.30112114002170,1850
uiug.30112114002188,1912
gri.ark:/13960/t4pk4155j,1896
gri.ark:/13960/t49p6pr00,1905
gri.ark:/13960/t56d9gz5b,1905
gri.ark:/13960/t5r82078h,1905
gri.ark:/13960/t1mh1858m,1905
gri.ark:/13960/t3808r23k,1905
gri.ark:/13960/t82k03016,1905
gri.ark:/13960/t4fn4t999,1905
gri.ark:/13960/t77t1bj0v,1888
gri.ark:/13960/t7cr9fr87,1847
gri.ark:/13960/t1sf6dp3b,1884
gri.ark:/13960/t8pc6ms1h,1909
gri.ark:/13960/t6rz2wr3r,1909
gri.ark:/13960/t1ng88s7t,1909
gri.ark:/13960/t5cc4n44g,1909
gri.ark:/13960/t9089wt3d,1909
gri.ark:/13960/t9p30jc6z,1902
gri.ark:/13960/t9n33hm2k,1905
gri.ark:/13960/t23b9q37j,1904
gri.ark:/13960/t3fz0x14v,1903
gri.ark:/13960/t95752j42,1892
gri.ark:/13960/t5p87xf75,1877
hvd.hxdf7v,1877
gri.ark:/13960/t3323kh04,1899
gri.ark:/13960/t8gf4fk67,1903
chi.084464498,1903
gri.ark:/13960/t2p596s8b,1861
gri.ark:/13960/t9186zd2j,1886
osu.32435003473568,1918
osu.32435007661325,1918
osu.32435060105657,1924
gri.ark:/13960/t79s5fw49,1877
gri.ark:/13960/t7sn3wd34,1903
gri.ark:/13960/t4nk72784,1899
gri.ark:/13960/t2v44ds1r,1904
gri.ark:/13960/t6j13r920,1886
gri.ark:/13960/t0sr2jv03,1891
gri.ark:/13960/t7kq1q21p,1903
gri.ark:/13960/t2n626p2g,1895
gri.ark:/13960/t06x31d0w,1873
dul1.ark:/13960/t2f84z14m,1873
gri.ark:/13960/t3rv48275,1897
gri.ark:/13960/t2q56958p,1900
gri.ark:/13960/t1sf6g867,1900
gri.ark:/13960/t07x02f3c,1906
gri.ark:/13960/t10p66b25,1906
uc1.aa0009447962,1876
uc1.aa0009142456,1873
uc1.aa0009041088,1908
uc1.aa0010398501,1913
uc1.aa0009477373,1891
uc1.aa0008352973,1886
uc1.aa0009055344,1787
uc1.aa0011179298,1916
uc1.aa0010179414,1869
uc1.aa0009820481,1903
uc1.aa0011100054,1896
uc1.aa0011100062,1896
uc1.aa0011100070,1896
uc1.aa0011100104,1896
uc1.aa0011100112,1896
uc1.aa0011178845,1906
uc1.aa0010409365,1896
uc1.aa0008701831,1880
uc1.aa0008946071,1867
uc1.aa0008808586,1901
uc1.aa0008801011,1910
uc1.aa0008834764,1907
uc1.aa0008834772,1907
uc1.aa0009257619,1907
uc1.aa0008895393,1903
uc1.aa0009018896,1911
uc1.aa0009018862,1911
uc1.aa0009018870,1911
uc1.aa0009018888,1911
uc1.aa0009027905,1911
uc1.aa0009025875,1922
uc1.aa0009028036,1908
uc1.aa0009029703,1913
uc1.aa0009072109,1900
uc1.aa0009234329,1896
uc1.aa0009238809,1922
uc1.aa0009382458,1909
uc1.aa0009451550,1916
uc1.aa0010805760,1892
uc1.aa0011213899,1911
gri.ark:/13960/t02z4xs9d,1907
gri.ark:/13960/t4tj27v6m,1907
gri.ark:/13960/t2s50c98n,1840
uc1.c045737156,-1
uc1.c045172518,1872
uc1.c046460309,1900
uc1.c046460318,1900
uc1.c046460327,1900
uc1.c051242104,1921
uc1.c051213573,1904
uc1.c034191182,1916
uc1.c034215857,1913
uc1.c034222130,1891
uc1.c034235408,1920
uc1.c042488970,1906
uc1.c034489923,1905
uc1.c034497185,1873
uc1.c034499952,1911
uc1.c034507038,1895
uc1.c034507214,1894
uc1.c034713368,1910
uc1.c062206653,1895
uc2.ark:/13960/t6157wt33,1900
dul1.ark:/13960/t5fb8gx12,1899
uiuo.ark:/13960/t53f8g02c,1894
